method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
GREATS,cifar10,0,0.0,0.8,400,1600,250,101,351,,0.6877,0.8343184039705813,0.2733,0.4992629247320503,111.94240230554111,23.148763317614794,0,241,0.0,0.0,0.6970714330673218
MaxLoss,cifar10,0,0.4,0.0,2000,0,250,1721,1971,0.9938884042785503,0.8451,0.9673191858337258,0.75684,0.911981563707866,59.11657570248096,40.364509210921824,0,241,0.468,0.0,0.6768136024475098
PU-C,cifar10,0,0.4,0.0,2000,0,250,1626,1876,0.9568430375657044,0.804,0.9533020863295135,0.73843,0.9003170228083145,40.36322885990195,69.54317519068718,0,241,0.452,0.0,0.6599323153495789
PU-F,cifar10,0,0.4,0.0,2000,0,250,1610,1860,0.9500212076236494,0.8895,0.9825964799569883,0.7962800000000003,0.9354898549000312,69.27199597679666,74.7931569358334,0,241,0.48,0.0,0.696726381778717
PU-G,cifar10,0,0.4,0.0,2000,0,250,1597,1847,0.9444148625480011,0.861,0.9763852394003132,0.7814099999999999,0.9268776119735204,60.9875657475192,74.69348909892142,0,241,0.464,0.0,0.6973275542259216
GREATS,cifar10,0,0.4,0.0,2000,0,250,1727,1977,,0.8547,0.9692378119795998,0.7644199999999999,0.9166617019731667,56.02031990860365,72.13993509486318,0,241,0.5,0.0,0.6645362973213196
MaxLoss,cifar10,0,0.4,0.2,1600,400,250,1350,1600,1.0,0.9127,0.997942104122949,0.8915374999999999,0.9814683667328995,31.292321878191736,34.32213588990271,0,241,0.44,0.0,0.6770619750022888
PU-C,cifar10,0,0.4,0.2,1600,400,250,1350,1600,1.0,0.894,0.9990920707493046,0.8814875000000001,0.9775439801291579,73.43067703048507,58.43400669284165,0,241,0.428,0.0,0.7637309432029724
PU-F,cifar10,0,0.4,0.2,1600,400,250,1345,1595,0.9997965520014986,0.8639,0.9999999296038802,0.8863625000000002,0.9794814597848307,372.86100795950995,62.63126416597515,0,241,0.416,0.0,0.7028620839118958
PU-G,cifar10,0,0.4,0.2,1600,400,250,1286,1536,0.976379721192643,0.8704000000000001,0.9996140444001467,0.8448249999999998,0.9611680377970745,218.45422350713943,61.73096480593085,0,241,0.424,0.0,0.7660877704620361
GREATS,cifar10,0,0.4,0.2,1600,400,250,1350,1600,,0.8743,0.9979797428232038,0.8769750000000001,0.9756960359983505,53.73914412619444,60.194073964841664,0,241,0.412,0.0,0.6151362657546997
