method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-R,mnist,0,0.0,0.2,50,50,800,200,54,147,201,0.3038299811887555,0.21409999999999996,0.6009934845834344,0.18622500000000006,0.332028756607316,110.34843881594941,0.653038295218721,0,0,51,0.0,0.0,0.564298152923584
PU-R,mnist,0,0.0,0.2,100,100,800,200,104,85,189,0.2877634932519868,0.14090000000000003,0.5570564397355032,0.10784999999999999,0.23472540378295376,165.07999520379653,1.4081364481244236,0,1,101,0.0,0.0,0.5837501883506775
PU-C,mnist,0,0.0,0.2,50,50,800,200,54,126,180,0.2756573861115612,0.1753,0.5550419493301356,0.1527875,0.2917972660526692,105.82525880023135,0.586020978866145,0,0,51,0.0,0.0,0.5793261528015137
PU-C,mnist,0,0.0,0.2,100,100,800,200,104,59,163,0.25264931470155716,0.12150000000000005,0.5104320943595474,0.07400000000000001,0.18843721433827762,170.54719855518155,1.1253351238556206,0,1,101,0.0,0.0,0.5852947235107422
Marginal,mnist,0,0.0,0.2,50,50,800,200,54,170,224,0.33440071780933067,0.22540000000000004,0.6163128381368601,0.21246250000000003,0.36256442346224843,97.58750089439583,0.530546594876796,0,0,51,0.0,0.0,0.583302915096283
Marginal,mnist,0,0.0,0.2,100,100,800,200,104,136,240,0.35550613701343536,0.18799999999999994,0.6170665631543618,0.17058750000000003,0.313414162101168,143.4553932312618,1.0241765568498522,0,1,101,0.0,0.0,0.5818571448326111
MaxLoss,mnist,0,0.0,0.4,50,50,600,400,54,126,180,0.3636203389032744,0.2539,0.6669089462028678,0.19548333333333331,0.3428986924046588,123.76402852215229,0.47432088921777904,0,0,51,0.0,0.0,0.5681637525558472
MaxLoss,mnist,0,0.0,0.4,100,100,600,400,104,26,130,0.2741186819621362,0.12070000000000003,0.5284554761852276,0.03746666666666667,0.1328022800392072,199.7142044416454,0.9150119211990386,0,1,101,0.0,0.0,0.5805032253265381
PU-R,mnist,0,0.0,0.4,50,50,600,400,54,107,161,0.32993571838596836,0.20289999999999997,0.6302766916046867,0.1812,0.3260830597433599,106.57382492554206,0.6210849909111857,0,0,51,0.0,0.0,0.5810669660568237
PU-R,mnist,0,0.0,0.4,100,100,600,400,104,45,149,0.30846319283591583,0.14090000000000003,0.5699967669180686,0.07756666666666667,0.19349570567512928,171.66149634336577,1.339353570016101,0,1,101,0.0,0.0,0.5882843732833862
